batch_id,timestamp,node_type,commodity,category,initial_quantity_kg,current_quantity_kg,days_since_harvest,shelf_life_days,days_to_expiry,storage_temp_celsius,optimal_temp_celsius,storage_humidity_pct,original_price_per_kg,recommended_price_per_kg,discount_percentage,urgency_level,spoilage_risk_percentage,waste_avoided_kg,revenue_recovered_inr,carbon_saved_kg_co2
BATCH-PRX-01259,2026-04-18 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,3071,2480.5,1,8,7,5.1,5.0,86.0,34.35,22.84,33.5,medium,20.0,1738.8,39714.19,3477.6
BATCH-PRX-01741,2026-04-18 00:00:00,Farm Hub,Cauliflower,Vegetable,2403,1878.1,1,8,7,11.7,5.0,88.5,33.2,23.11,30.4,medium,46.9,1281.6,29617.78,2563.2
BATCH-PRX-00529,2026-04-19 00:00:00,Retail Supermarket,Garlic,Spice / Vegetable,248,143.8,18,60,42,16.5,15.0,86.4,196.94,186.9,5.1,low,5.0,76.3,14260.47,152.6
BATCH-PRX-00654,2026-04-19 00:00:00,Mandi Yard,Wheat,Cereal,551,105.7,205,180,-25,23.4,22.0,71.1,34.82,8.95,74.3,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00799,2026-04-19 00:00:00,Mandi Yard,Tomato,Vegetable,4133,3233.2,1,7,6,16.8,12.0,85.2,40.52,25.73,36.5,medium,20.0,2324.7,59814.53,4649.4
BATCH-PRX-01617,2026-04-19 00:00:00,Mandi Yard,Cabbage,Vegetable,652,500.5,2,12,10,3.0,4.0,79.1,25.43,23.29,8.4,low,5.0,275.5,6416.39,551.0
BATCH-PRX-01899,2026-04-19 00:00:00,Mandi Yard,Mango,Fruit,812,215.8,4,7,3,12.2,12.0,66.9,90.41,51.08,43.5,high,45.0,164.2,8387.34,328.4
BATCH-PRX-00294,2026-04-20 00:00:00,Mandi Yard,Cauliflower,Vegetable,3073,2582.0,0,8,8,12.5,5.0,74.1,29.29,23.72,19.0,low,35.0,1585.3,37603.32,3170.6
BATCH-PRX-01968,2026-04-20 00:00:00,Wholesaler Depot,Green Chilli,Spice / Vegetable,3829,1894.8,2,10,8,20.1,10.0,78.3,149.67,127.52,14.8,low,45.3,1115.7,142274.06,2231.4
BATCH-PRX-00558,2026-04-21 00:00:00,Farm Hub,Turmeric,Spice,3941,528.9,144,120,-24,25.6,20.0,65.1,167.06,41.77,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00836,2026-04-21 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,1716,1180.6,4,60,56,13.2,15.0,86.0,187.97,168.61,10.3,low,5.0,663.3,111839.01,1326.6
BATCH-PRX-01356,2026-04-21 00:00:00,Mandi Yard,Orange,Fruit,2453,1896.9,2,14,12,7.7,6.0,71.0,57.37,48.54,15.4,low,5.0,1123.7,54544.4,2247.4
BATCH-PRX-00638,2026-04-22 00:00:00,Mandi Yard,Potato,Vegetable,1473,237.9,32,35,3,12.7,8.0,65.3,27.01,15.72,41.8,high,45.0,178.6,2807.59,357.2
BATCH-PRX-00877,2026-04-22 00:00:00,Mandi Yard,Cauliflower,Vegetable,3592,672.6,10,8,-2,18.3,5.0,79.7,27.87,6.97,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00033,2026-04-23 00:00:00,Wholesaler Depot,Wheat,Cereal,211,27.6,161,180,19,25.4,22.0,76.9,34.58,33.23,3.9,low,5.0,14.4,478.51,28.8
BATCH-PRX-00490,2026-04-23 00:00:00,Wholesaler Depot,Cabbage,Vegetable,3378,1667.8,3,12,9,2.5,4.0,88.0,25.07,21.51,14.2,low,5.0,976.0,20993.76,1952.0
BATCH-PRX-00547,2026-04-23 00:00:00,Farm Hub,Turmeric,Spice,3815,3174.5,10,120,110,32.0,20.0,66.5,159.99,129.43,19.1,low,53.0,1951.0,252517.93,3902.0
BATCH-PRX-00676,2026-04-23 00:00:00,Farm Hub,Cabbage,Vegetable,2568,1720.5,1,12,11,8.0,4.0,73.8,25.3,21.63,14.5,low,5.0,1009.9,21844.14,2019.8
BATCH-PRX-01491,2026-04-23 00:00:00,Retail Supermarket,Green Chilli,Spice / Vegetable,3177,564.6,12,10,-2,22.4,10.0,90.0,129.74,32.44,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01648,2026-04-23 00:00:00,Wholesaler Depot,Ginger,Spice,3096,464.6,21,20,-1,18.4,12.0,70.5,109.65,27.41,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01677,2026-04-23 00:00:00,Wholesaler Depot,Onion,Vegetable,3871,591.5,36,30,-6,15.2,10.0,69.4,38.85,9.71,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01784,2026-04-23 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,3195,962.7,6,10,4,21.6,10.0,69.6,154.01,115.35,25.1,medium,66.3,626.3,72243.7,1252.6
BATCH-PRX-01896,2026-04-23 00:00:00,Farm Hub,Cabbage,Vegetable,1073,443.7,4,12,8,10.8,4.0,75.0,21.47,19.73,8.1,low,32.1,243.4,4802.28,486.8
BATCH-PRX-00283,2026-04-24 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,120,27.2,45,60,15,14.7,15.0,92.0,200.79,191.75,4.5,low,5.0,14.3,2742.03,28.6
BATCH-PRX-00536,2026-04-24 00:00:00,Retail Supermarket,Mango,Fruit,2130,1269.1,2,7,5,21.9,12.0,69.6,108.13,77.1,28.7,medium,59.8,853.1,65774.01,1706.2
BATCH-PRX-00924,2026-04-24 00:00:00,Wholesaler Depot,Mango,Fruit,803,487.9,1,7,6,12.0,12.0,74.0,89.72,67.47,24.8,medium,20.0,316.5,21354.26,633.0
BATCH-PRX-01379,2026-04-24 00:00:00,Retail Supermarket,Banana,Fruit,958,415.8,3,6,3,15.7,14.0,65.7,49.58,28.26,43.0,high,45.0,315.2,8907.55,630.4
BATCH-PRX-01751,2026-04-24 00:00:00,Retail Supermarket,Tomato,Vegetable,424,196.7,2,7,5,16.3,12.0,91.7,38.67,29.97,22.5,medium,20.0,124.9,3743.25,249.8
BATCH-PRX-00109,2026-04-25 00:00:00,Farm Hub,Banana,Fruit,3501,903.0,4,6,2,23.6,14.0,91.8,56.41,30.8,45.4,high,83.5,697.5,21483.0,1395.0
BATCH-PRX-00704,2026-04-25 00:00:00,Farm Hub,Banana,Fruit,2675,371.3,7,6,-1,14.7,14.0,70.0,51.24,12.81,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01258,2026-04-25 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,335,62.7,8,10,2,17.6,10.0,85.9,158.57,94.19,40.6,high,75.3,46.6,4389.25,93.2
BATCH-PRX-01630,2026-04-25 00:00:00,Mandi Yard,Garlic,Spice / Vegetable,2637,1624.8,10,60,50,23.6,15.0,71.3,188.59,165.02,12.5,low,39.6,934.3,154178.19,1868.6
BATCH-PRX-01462,2026-04-26 00:00:00,Retail Supermarket,Wheat,Cereal,2227,325.9,145,180,35,26.6,22.0,78.4,38.06,36.0,5.4,low,5.0,173.5,6246.0,347.0
BATCH-PRX-01926,2026-04-26 00:00:00,Wholesaler Depot,Wheat,Cereal,4432,797.0,210,180,-30,20.3,22.0,88.7,36.97,9.24,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00527,2026-04-27 00:00:00,Wholesaler Depot,Turmeric,Spice,3783,781.3,88,120,32,20.9,20.0,86.8,145.68,134.03,8.0,low,5.0,428.2,57391.65,856.4
BATCH-PRX-00480,2026-04-28 00:00:00,Mandi Yard,Cauliflower,Vegetable,3562,520.0,10,8,-2,13.1,5.0,75.5,30.05,7.51,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01753,2026-04-28 00:00:00,Farm Hub,Onion,Vegetable,973,134.4,26,30,4,20.8,10.0,65.3,36.28,28.33,21.9,medium,63.0,84.9,2405.22,169.8
BATCH-PRX-00183,2026-04-29 00:00:00,Retail Supermarket,Carrot,Vegetable,1127,168.9,15,15,0,16.3,4.0,80.5,43.1,10.78,75.0,critical,100.0,160.5,1730.19,321.0
BATCH-PRX-01260,2026-04-29 00:00:00,Wholesaler Depot,Rice,Cereal,4073,1752.8,78,180,102,22.4,22.0,74.1,45.33,39.75,12.3,low,5.0,1005.8,39980.55,2011.6
BATCH-PRX-01908,2026-04-29 00:00:00,Wholesaler Depot,Rice,Cereal,316,59.0,188,180,-8,28.7,22.0,83.6,52.25,13.69,73.8,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00539,2026-04-30 00:00:00,Mandi Yard,Tomato,Vegetable,3137,2220.2,2,7,5,24.3,12.0,90.1,43.22,29.13,32.6,medium,69.3,1544.4,44988.37,3088.8
BATCH-PRX-01635,2026-04-30 00:00:00,Mandi Yard,Cabbage,Vegetable,803,146.1,12,12,0,4.1,4.0,77.6,24.28,6.07,75.0,critical,95.0,138.8,842.52,277.6
BATCH-PRX-01791,2026-04-30 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,3293,1272.4,36,60,24,18.5,15.0,84.8,176.49,157.43,10.8,low,5.0,718.7,113144.94,1437.4
BATCH-PRX-00022,2026-05-01 00:00:00,Mandi Yard,Cabbage,Vegetable,2125,436.2,8,12,4,10.1,4.0,89.0,22.3,17.15,23.1,medium,44.3,278.6,4777.99,557.2
BATCH-PRX-00024,2026-05-01 00:00:00,Retail Supermarket,Turmeric,Spice,3690,2860.1,8,120,112,18.5,20.0,69.2,148.61,121.27,18.4,low,5.0,1745.8,211713.17,3491.6
BATCH-PRX-00868,2026-05-01 00:00:00,Farm Hub,Banana,Fruit,283,190.7,1,6,5,20.3,14.0,76.4,56.24,43.92,21.9,medium,45.2,120.4,5287.97,240.8
BATCH-PRX-00921,2026-05-02 00:00:00,Farm Hub,Turmeric,Spice,2438,399.1,146,120,-26,25.6,20.0,72.1,152.09,38.02,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01723,2026-05-02 00:00:00,Wholesaler Depot,Wheat,Cereal,2329,483.2,142,180,38,30.8,22.0,82.5,31.81,29.84,6.2,low,40.2,259.6,7746.46,519.2
BATCH-PRX-00961,2026-05-03 00:00:00,Mandi Yard,Tomato,Vegetable,3940,644.1,7,7,0,13.2,12.0,89.2,44.02,11.01,75.0,critical,95.0,611.9,6737.02,1223.8
BATCH-PRX-01353,2026-05-03 00:00:00,Retail Supermarket,Ginger,Spice,3334,460.7,22,20,-2,25.6,12.0,90.8,110.98,27.75,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01973,2026-05-03 00:00:00,Farm Hub,Garlic,Spice / Vegetable,312,88.7,36,60,24,25.0,15.0,81.9,166.08,158.11,4.8,low,45.1,46.9,7415.36,93.8
BATCH-PRX-00657,2026-05-04 00:00:00,Retail Supermarket,Ginger,Spice,433,55.8,22,20,-2,17.8,12.0,65.7,126.22,31.55,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00006,2026-05-05 00:00:00,Mandi Yard,Onion,Vegetable,120,40.8,18,30,12,15.6,10.0,72.5,37.23,34.85,6.4,low,27.3,22.0,766.7,44.0
BATCH-PRX-01084,2026-05-05 00:00:00,Mandi Yard,Banana,Fruit,4385,2161.7,3,6,3,18.7,14.0,71.8,53.18,25.69,51.7,high,45.0,1751.4,44993.47,3502.8
BATCH-PRX-01943,2026-05-05 00:00:00,Mandi Yard,Mango,Fruit,909,177.0,5,7,2,13.6,12.0,79.0,98.73,55.98,43.3,high,45.0,134.5,7529.31,269.0
BATCH-PRX-01573,2026-05-06 00:00:00,Retail Supermarket,Carrot,Vegetable,2558,634.8,10,15,5,15.7,4.0,88.5,51.98,39.56,23.9,medium,66.6,408.4,16156.3,816.8
BATCH-PRX-01620,2026-05-06 00:00:00,Farm Hub,Mango,Fruit,353,55.7,8,7,-1,19.5,12.0,85.8,100.45,25.11,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01818,2026-05-06 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,1405,416.2,7,10,3,12.5,10.0,85.3,139.16,80.16,42.4,high,45.0,314.0,25170.24,628.0
BATCH-PRX-00653,2026-05-07 00:00:00,Mandi Yard,Ginger,Spice,1241,1110.3,0,20,20,17.0,12.0,67.2,129.98,115.81,10.9,low,25.2,627.8,72705.52,1255.6
BATCH-PRX-01769,2026-05-07 00:00:00,Mandi Yard,Cauliflower,Vegetable,3138,1418.4,2,8,6,12.8,5.0,66.8,34.02,24.46,28.1,medium,51.3,948.3,23195.42,1896.6
BATCH-PRX-00624,2026-05-08 00:00:00,Retail Supermarket,Orange,Fruit,3629,450.6,18,14,-4,9.4,6.0,89.8,58.74,14.69,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00869,2026-05-08 00:00:00,Mandi Yard,Carrot,Vegetable,294,42.4,18,15,-3,13.7,4.0,77.4,47.96,11.99,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00186,2026-05-09 00:00:00,Wholesaler Depot,Cabbage,Vegetable,1522,1198.9,2,12,10,16.9,4.0,77.5,20.88,18.4,11.9,low,56.7,685.1,12605.84,1370.2
BATCH-PRX-00206,2026-05-09 00:00:00,Farm Hub,Mango,Fruit,1712,669.9,3,7,4,25.1,12.0,80.9,103.61,76.98,25.7,medium,72.4,438.2,33732.64,876.4
BATCH-PRX-00248,2026-05-09 00:00:00,Mandi Yard,Orange,Fruit,840,144.4,15,14,-1,4.7,6.0,78.4,58.63,14.66,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01246,2026-05-09 00:00:00,Farm Hub,Carrot,Vegetable,341,54.8,17,15,-2,7.1,4.0,73.8,45.6,11.4,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01801,2026-05-09 00:00:00,Wholesaler Depot,Apple,Fruit,3025,1762.6,9,25,16,0.9,2.0,73.8,169.66,144.21,15.0,low,5.0,1039.9,149963.98,2079.8
BATCH-PRX-00147,2026-05-10 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,4140,3509.9,0,8,8,18.1,5.0,76.5,28.36,22.38,21.1,low,57.3,2199.3,49220.33,4398.6
BATCH-PRX-00563,2026-05-10 00:00:00,Mandi Yard,Ginger,Spice,4250,1000.3,14,20,6,19.8,12.0,77.6,107.45,80.27,25.3,medium,51.4,652.0,52336.04,1304.0
BATCH-PRX-01342,2026-05-10 00:00:00,Farm Hub,Turmeric,Spice,2374,1241.5,21,120,99,32.9,20.0,65.2,154.31,138.42,10.3,low,56.5,697.5,96547.95,1395.0
BATCH-PRX-01834,2026-05-10 00:00:00,Wholesaler Depot,Wheat,Cereal,3079,469.6,220,180,-40,33.0,22.0,69.2,37.3,9.32,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01913,2026-05-10 00:00:00,Farm Hub,Tomato,Vegetable,3366,2576.9,0,7,7,15.5,12.0,68.3,44.31,29.07,34.4,medium,20.0,1820.3,52916.12,3640.6
BATCH-PRX-00098,2026-05-11 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,295,51.5,10,10,0,13.4,10.0,72.0,134.96,33.74,75.0,critical,95.0,48.9,1649.89,97.8
BATCH-PRX-01199,2026-05-11 00:00:00,Mandi Yard,Orange,Fruit,1040,139.6,17,14,-3,17.6,6.0,69.9,63.32,15.83,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01366,2026-05-11 00:00:00,Wholesaler Depot,Orange,Fruit,1339,1144.4,0,14,14,15.7,6.0,83.3,61.83,54.66,11.6,low,43.6,651.9,35632.85,1303.8
BATCH-PRX-01796,2026-05-11 00:00:00,Retail Supermarket,Potato,Vegetable,4399,2298.0,15,35,20,17.7,8.0,76.5,28.27,23.44,17.1,low,43.8,1384.8,32459.71,2769.6
BATCH-PRX-00425,2026-05-12 00:00:00,Wholesaler Depot,Onion,Vegetable,4235,2318.2,4,30,26,13.0,10.0,66.8,39.52,32.49,17.8,low,5.0,1406.7,45703.68,2813.4
BATCH-PRX-01730,2026-05-12 00:00:00,Wholesaler Depot,Wheat,Cereal,326,58.9,207,180,-27,23.6,22.0,78.4,34.6,8.96,74.1,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00507,2026-05-13 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,2253,604.4,6,10,4,8.1,10.0,76.7,137.98,105.83,23.3,medium,20.0,386.7,40924.46,773.4
BATCH-PRX-00938,2026-05-13 00:00:00,Mandi Yard,Potato,Vegetable,3464,458.6,36,35,-1,17.1,8.0,69.1,27.3,6.83,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01183,2026-05-13 00:00:00,Retail Supermarket,Cauliflower,Vegetable,2460,477.1,7,8,1,16.9,5.0,65.4,28.94,10.59,63.4,critical,100.0,420.0,4447.8,840.0
BATCH-PRX-01584,2026-05-13 00:00:00,Farm Hub,Cauliflower,Vegetable,864,126.3,9,8,-1,9.5,5.0,80.7,31.9,7.97,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01814,2026-05-13 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,197,26.0,10,10,0,13.7,10.0,68.8,127.81,31.95,75.0,critical,95.0,24.7,789.16,49.4
BATCH-PRX-00321,2026-05-14 00:00:00,Wholesaler Depot,Mango,Fruit,4489,720.5,7,7,0,14.3,12.0,91.2,108.18,27.05,75.0,critical,95.0,684.5,18515.73,1369.0
BATCH-PRX-00632,2026-05-14 00:00:00,Retail Supermarket,Potato,Vegetable,1355,252.3,26,35,9,12.7,8.0,73.7,27.09,25.22,6.9,low,5.0,136.6,3445.05,273.2
BATCH-PRX-01204,2026-05-14 00:00:00,Mandi Yard,Garlic,Spice / Vegetable,2274,623.0,42,60,18,23.2,15.0,70.8,165.82,153.38,7.5,low,37.8,339.5,52072.51,679.0
BATCH-PRX-01488,2026-05-14 00:00:00,Farm Hub,Banana,Fruit,3600,1431.8,3,6,3,18.5,14.0,65.6,58.95,30.6,48.1,high,45.0,1129.1,34550.46,2258.2
BATCH-PRX-01904,2026-05-14 00:00:00,Farm Hub,Ginger,Spice,427,229.0,4,20,16,17.2,12.0,75.4,107.29,100.42,6.4,low,25.8,123.3,12381.79,246.6
BATCH-PRX-01910,2026-05-14 00:00:00,Wholesaler Depot,Orange,Fruit,1529,1292.6,2,14,12,8.4,6.0,76.4,68.7,60.18,12.4,low,5.0,742.5,44683.65,1485.0
BATCH-PRX-00474,2026-05-15 00:00:00,Farm Hub,Ginger,Spice,1636,771.6,5,20,15,13.0,12.0,71.9,120.54,109.45,9.2,low,5.0,428.4,46888.38,856.8
BATCH-PRX-00910,2026-05-15 00:00:00,Wholesaler Depot,Cabbage,Vegetable,2766,2498.7,0,12,12,13.8,4.0,80.4,21.84,17.82,18.4,low,44.4,1525.2,27179.06,3050.4
BATCH-PRX-00544,2026-05-17 00:00:00,Mandi Yard,Onion,Vegetable,3568,2017.2,10,30,20,23.7,10.0,66.4,35.44,29.66,16.3,low,59.8,1205.9,35766.99,2411.8
BATCH-PRX-00978,2026-05-17 00:00:00,Retail Supermarket,Turmeric,Spice,1383,668.1,43,120,77,32.8,20.0,72.1,161.01,149.1,7.4,low,56.1,363.7,54227.67,727.4
BATCH-PRX-01232,2026-05-17 00:00:00,Mandi Yard,Carrot,Vegetable,3063,398.8,19,15,-4,11.5,4.0,88.0,45.51,11.38,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01521,2026-05-17 00:00:00,Mandi Yard,Ginger,Spice,1944,251.3,18,20,2,11.3,12.0,85.2,125.95,73.55,41.6,high,45.0,188.4,13856.82,376.8
BATCH-PRX-01763,2026-05-17 00:00:00,Wholesaler Depot,Carrot,Vegetable,995,145.3,19,15,-4,17.8,4.0,85.3,45.31,11.33,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00621,2026-05-18 00:00:00,Retail Supermarket,Tomato,Vegetable,1200,204.5,6,7,1,19.9,12.0,78.3,41.2,15.45,62.5,critical,100.0,178.9,2764.01,357.8
BATCH-PRX-00765,2026-05-18 00:00:00,Retail Supermarket,Cabbage,Vegetable,1935,243.6,11,12,1,13.3,4.0,91.5,25.71,9.74,62.1,critical,100.0,212.6,2070.72,425.2
BATCH-PRX-00442,2026-05-19 00:00:00,Farm Hub,Wheat,Cereal,4114,684.6,210,180,-30,32.4,22.0,65.0,38.11,9.53,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00528,2026-05-19 00:00:00,Wholesaler Depot,Wheat,Cereal,4154,1850.7,76,180,104,32.5,22.0,69.4,38.16,33.16,13.1,low,47.2,1070.8,35507.73,2141.6
BATCH-PRX-00809,2026-05-19 00:00:00,Wholesaler Depot,Carrot,Vegetable,369,44.3,14,15,1,16.0,4.0,70.7,52.13,20.33,61.0,critical,100.0,38.4,780.67,76.8
BATCH-PRX-00995,2026-05-19 00:00:00,Mandi Yard,Apple,Fruit,1532,305.0,20,25,5,3.3,2.0,75.9,156.04,120.62,22.7,medium,20.0,194.0,23400.28,388.0
BATCH-PRX-01492,2026-05-19 00:00:00,Farm Hub,Tomato,Vegetable,1465,1155.0,1,7,6,15.8,12.0,76.6,43.37,31.53,27.3,medium,20.0,766.7,24174.05,1533.4
BATCH-PRX-01533,2026-05-19 00:00:00,Wholesaler Depot,Tomato,Vegetable,2955,492.3,9,7,-2,22.4,12.0,75.3,45.53,11.38,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01980,2026-05-19 00:00:00,Retail Supermarket,Turmeric,Spice,4244,2293.4,37,120,83,31.5,20.0,67.0,157.58,133.0,15.6,low,51.0,1361.4,181066.2,2722.8
BATCH-PRX-00483,2026-05-20 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,280,182.8,5,60,55,24.1,15.0,80.0,188.88,178.87,5.3,low,41.6,97.2,17386.16,194.4
BATCH-PRX-00548,2026-05-20 00:00:00,Retail Supermarket,Ginger,Spice,809,682.5,1,20,19,17.3,12.0,66.5,111.96,102.22,8.7,low,26.2,376.9,38526.72,753.8
BATCH-PRX-00677,2026-05-20 00:00:00,Retail Supermarket,Potato,Vegetable,3645,1717.5,10,35,25,10.4,8.0,87.0,27.43,23.53,14.2,low,5.0,1005.1,23650.0,2010.2
BATCH-PRX-01819,2026-05-20 00:00:00,Wholesaler Depot,Rice,Cereal,3835,733.6,175,180,5,23.2,22.0,87.5,48.24,37.53,22.2,medium,20.0,464.5,17432.69,929.0
BATCH-PRX-01539,2026-05-21 00:00:00,Retail Supermarket,Garlic,Spice / Vegetable,1563,257.3,70,60,-10,25.5,15.0,67.9,167.46,41.87,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01802,2026-05-21 00:00:00,Mandi Yard,Mango,Fruit,181,29.4,6,7,1,12.0,12.0,77.9,108.59,40.72,62.5,critical,75.0,25.7,1046.5,51.4
BATCH-PRX-00203,2026-05-22 00:00:00,Retail Supermarket,Wheat,Cereal,2743,1322.5,90,180,90,28.4,22.0,69.8,37.33,33.45,10.4,low,30.5,743.8,24880.11,1487.6
BATCH-PRX-00341,2026-05-22 00:00:00,Wholesaler Depot,Apple,Fruit,3390,2462.5,4,25,21,11.4,2.0,66.5,164.12,133.76,18.5,low,42.4,1504.6,201255.3,3009.2
BATCH-PRX-00494,2026-05-22 00:00:00,Retail Supermarket,Cabbage,Vegetable,1026,174.4,10,12,2,14.7,4.0,89.2,23.61,13.74,41.8,high,87.9,130.9,1798.57,261.8
BATCH-PRX-00957,2026-05-22 00:00:00,Farm Hub,Ginger,Spice,1601,261.1,18,20,2,13.5,12.0,87.0,127.73,74.59,41.6,high,45.0,195.7,14597.26,391.4
BATCH-PRX-01152,2026-05-23 00:00:00,Wholesaler Depot,Apple,Fruit,1411,927.7,7,25,18,4.9,2.0,75.7,168.03,149.88,10.8,low,5.0,524.0,78537.12,1048.0
BATCH-PRX-01545,2026-05-23 00:00:00,Farm Hub,Mango,Fruit,2847,611.1,5,7,2,12.3,12.0,83.9,95.57,52.09,45.5,high,45.0,472.4,24607.32,944.8
BATCH-PRX-01774,2026-05-23 00:00:00,Mandi Yard,Turmeric,Spice,2659,713.5,70,120,50,27.5,20.0,76.6,154.47,142.58,7.7,low,34.9,389.7,55563.43,779.4
BATCH-PRX-01984,2026-05-23 00:00:00,Wholesaler Depot,Rice,Cereal,2351,1407.3,71,180,109,22.7,22.0,72.4,54.78,49.03,10.5,low,5.0,792.3,38846.47,1584.6
BATCH-PRX-00134,2026-05-24 00:00:00,Farm Hub,Potato,Vegetable,2766,524.3,39,35,-4,8.3,8.0,86.1,26.12,6.53,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00289,2026-05-24 00:00:00,Wholesaler Depot,Mango,Fruit,3569,484.0,9,7,-2,24.6,12.0,85.8,97.0,24.25,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01214,2026-05-24 00:00:00,Wholesaler Depot,Orange,Fruit,896,153.4,12,14,2,6.0,6.0,84.6,60.53,35.29,41.7,high,45.0,115.1,4061.88,230.2
BATCH-PRX-01690,2026-05-24 00:00:00,Retail Supermarket,Tomato,Vegetable,3825,3478.4,0,7,7,14.1,12.0,88.9,37.38,23.74,36.5,medium,20.0,2501.0,59373.74,5002.0
BATCH-PRX-01742,2026-05-24 00:00:00,Retail Supermarket,Ginger,Spice,4194,1732.9,11,20,9,19.0,12.0,75.2,111.1,95.55,14.0,low,33.1,1012.0,96696.6,2024.0
BATCH-PRX-00038,2026-05-25 00:00:00,Mandi Yard,Orange,Fruit,4205,2862.1,3,14,11,7.2,6.0,90.2,67.79,54.1,20.2,low,5.0,1777.9,96184.39,3555.8
BATCH-PRX-00448,2026-05-25 00:00:00,Retail Supermarket,Mango,Fruit,1291,202.3,7,7,0,19.2,12.0,88.3,86.62,21.66,75.0,critical,100.0,192.2,4163.05,384.4
BATCH-PRX-00552,2026-05-25 00:00:00,Mandi Yard,Garlic,Spice / Vegetable,2429,944.9,25,60,35,13.9,15.0,78.7,196.19,178.34,9.1,low,5.0,524.0,93450.16,1048.0
BATCH-PRX-01736,2026-05-25 00:00:00,Mandi Yard,Mango,Fruit,2829,2424.2,0,7,7,11.1,12.0,86.9,87.12,57.06,34.5,medium,20.0,1713.9,97795.13,3427.8
BATCH-PRX-00353,2026-05-27 00:00:00,Farm Hub,Banana,Fruit,1313,712.9,1,6,5,20.6,14.0,75.9,58.94,44.5,24.5,medium,46.5,461.2,20523.4,922.4
BATCH-PRX-00589,2026-05-27 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,1048,316.0,6,10,4,20.1,10.0,80.8,129.42,101.08,21.9,medium,60.5,199.5,20165.46,399.0
BATCH-PRX-00882,2026-05-27 00:00:00,Mandi Yard,Wheat,Cereal,1043,342.2,97,180,83,34.5,22.0,81.1,36.34,34.34,5.5,low,55.0,182.4,6263.62,364.8
BATCH-PRX-00912,2026-05-27 00:00:00,Farm Hub,Turmeric,Spice,1565,445.9,72,120,48,28.9,20.0,89.0,173.74,162.79,6.3,low,40.6,239.8,39037.04,479.6
BATCH-PRX-01135,2026-05-27 00:00:00,Mandi Yard,Apple,Fruit,1213,274.2,18,25,7,11.0,2.0,70.7,192.6,149.07,22.6,medium,56.0,174.3,25982.9,348.6
BATCH-PRX-01250,2026-05-27 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,1325,779.3,3,10,7,11.1,10.0,75.7,126.56,95.93,24.2,medium,20.0,502.8,48233.6,1005.6
BATCH-PRX-01268,2026-05-28 00:00:00,Farm Hub,Cauliflower,Vegetable,629,413.0,0,8,8,16.6,5.0,71.9,30.01,27.58,8.1,low,51.2,226.6,6249.63,453.2
BATCH-PRX-01626,2026-05-28 00:00:00,Farm Hub,Mango,Fruit,1176,226.9,8,7,-1,19.7,12.0,74.5,90.44,22.61,75.0,critical,100.0,0.0,0.0,0.0
