state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-14,4530,5402,4933,110.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-14,4393,5170,4752,138.7
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-14,15815,19038,17303,41.3
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-14,14865,17802,16221,39.8
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-14,3191,4141,3630,824.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-14,3092,3873,3453,936.0
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-14,2915,3871,3357,915.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-15,15874,20807,18151,92.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-15,5292,6816,5996,115.8
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-15,5009,5963,5450,119.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-15,2218,2730,2455,88.6
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-15,2107,2468,2274,109.8
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-15,2682,3234,2937,91.7
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-15,2976,3798,3356,70.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-15,15451,20465,17766,35.6
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-15,16323,19687,17876,33.7
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-15,10670,12762,11636,44.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-15,11753,13897,12743,43.7
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-15,10936,13360,12055,39.1
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-15,7597,9294,8381,106.2
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-15,8253,10120,9115,78.4
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-15,7632,9888,8674,103.8
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2026-05-15,2458,3260,2829,631.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-15,2644,3371,2980,476.5
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-15,2669,3219,2923,479.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-15,5000,6602,5740,96.9
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-15,2684,3320,2978,366.2
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-15,2582,3122,2832,335.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-15,2353,3099,2698,307.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-15,4389,5681,4986,996.7
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-15,4599,5945,5221,817.7
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-15,4633,5730,5140,914.3
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-15,4257,5289,4734,127.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-15,4507,5361,4902,125.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-15,4088,5337,4665,135.6
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-15,14974,19089,16874,39.8
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-15,14480,18500,16336,50.7
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-15,13512,17463,15336,43.3
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-15,3089,4048,3532,1104.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-15,3150,3719,3413,1132.2
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-16,15364,20113,17556,79.2
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-16,16512,20398,18306,68.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-16,16875,20949,18756,85.7
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-16,4898,6277,5535,108.7
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-16,5140,6564,5798,112.1
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-16,2029,2394,2198,115.1
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-16,1958,2440,2181,117.9
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-16,4663,6059,5308,64.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-16,4392,5368,4843,75.2
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-16,2667,3179,2904,77.3
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-16,2637,3447,3011,81.6
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-16,2616,3348,2954,90.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-16,16570,21826,18996,36.5
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-16,15563,18440,16891,29.2
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-16,16253,21166,18521,32.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-16,10821,14161,12363,37.2
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-16,9405,11094,10185,48.9
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-16,11622,15417,13374,43.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-16,13044,16967,14855,43.2
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-16,6815,8753,7710,114.3
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-16,8191,9993,9023,72.2
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-16,7613,9590,8526,73.5
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2026-05-16,2637,3288,2938,549.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-16,2574,3236,2880,495.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-16,2399,3058,2704,647.4
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-16,5642,7155,6341,80.6
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-16,5443,6781,6061,84.3
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-16,2637,3418,2998,277.8
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-16,2437,3189,2785,399.5
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-16,2535,3043,2770,338.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-16,2277,2832,2534,314.3
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-16,4308,5276,4755,1039.0
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-16,4695,5630,5127,934.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-16,4446,5623,4990,833.8
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-16,3423,4518,3929,181.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-16,3955,4652,4277,143.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-16,3797,4631,4182,158.2
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-16,4728,5602,5132,131.7
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-16,14210,17822,15878,49.0
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-16,13357,17165,15115,51.8
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-16,3197,3776,3465,836.6
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-16,2945,3789,3335,1009.9
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-18,18360,22991,20498,58.3
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-18,16548,20542,18392,68.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-18,4756,6114,5383,127.8
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-18,5367,6501,5891,114.5
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-18,5163,6341,5707,110.8
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-18,2036,2512,2256,119.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-18,4227,5099,4630,59.5
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-18,4457,5303,4848,57.0
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-18,2565,3134,2828,102.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-18,15257,19955,17426,32.6
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-18,14311,17817,15930,29.3
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-18,14585,19158,16696,30.0
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-18,9564,11329,10379,38.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-18,9626,12599,10999,46.3
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-18,13728,16846,15168,37.2
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-18,13062,17154,14951,45.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-18,11999,15787,13748,43.9
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-18,8118,9658,8829,90.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-18,3022,3615,3296,402.7
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-18,2486,3100,2770,633.8
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-18,5902,7633,6701,80.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-18,6633,7919,7227,78.3
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-18,2690,3385,3011,303.1
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-18,2704,3443,3046,265.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-18,2464,3154,2783,361.6
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-18,4428,5824,5073,996.6
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-18,4784,5736,5224,777.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-18,4864,5957,5369,946.3
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-18,4398,5146,4744,129.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-18,4684,5569,5093,147.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-18,4484,5246,4836,121.9
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-18,3902,4932,4378,167.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-18,4687,5524,5074,155.0
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-18,14811,18887,16693,45.4
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-18,14239,18287,16108,49.1
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-18,14073,16576,15229,51.7
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-18,3337,3910,3602,1153.5
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-18,3011,3967,3453,1132.3
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-18,3208,3870,3514,995.9
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-19,17477,20993,19100,83.1
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-19,16895,21541,19040,85.0
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-19,4838,6425,5571,119.5
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-19,5398,6504,5909,93.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-19,2312,2722,2502,103.1
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-19,2114,2747,2407,97.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-19,4369,5278,4789,66.5
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-19,4622,5745,5141,67.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-19,4324,5395,4819,72.0
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-19,2719,3445,3055,98.3
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-19,2819,3649,3203,85.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-19,15861,20421,17966,31.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-19,10940,13753,12239,38.9
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-19,11792,14263,12933,37.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-19,14294,17554,15799,44.6
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-19,7385,9104,8179,91.2
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-19,2440,3219,2800,488.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-19,6188,7441,6767,84.4
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-19,2707,3547,3095,267.1
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-19,2711,3467,3060,371.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-19,2612,3066,2822,391.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-19,4635,5704,5129,793.9
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-19,4629,5912,5222,880.6
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-19,4895,6204,5500,132.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-19,4122,5333,4681,131.5
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-19,4179,5400,4743,140.7
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-19,15818,20122,17805,49.6
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-19,14492,18911,16532,55.1
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-19,3205,4036,3589,840.7
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-19,3063,4046,3517,1046.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-19,3268,3889,3555,840.9
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-20,16296,20585,18276,84.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-20,16788,20858,18667,76.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-20,5128,6592,5804,110.2
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-20,2247,2732,2471,103.5
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-20,2144,2689,2396,98.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-20,4550,5868,5159,55.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-20,4328,5733,4977,62.2
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-20,2644,3492,3036,93.9
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-20,15800,19090,17319,30.7
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-20,16697,21009,18688,27.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-20,10760,13926,12222,45.5
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-20,11640,13648,12567,35.7
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-20,13329,16402,14748,36.5
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-20,5826,7563,6628,103.8
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-20,6896,8243,7518,102.8
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-20,6977,9129,7971,79.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-20,2928,3677,3274,496.9
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-20,6442,8200,7254,95.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-20,6490,8565,7448,69.8
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-20,5547,7303,6358,109.2
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-20,2793,3710,3217,286.5
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-20,2601,3428,2983,290.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-20,2469,3001,2715,334.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-20,4679,5891,5239,947.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-20,4720,6021,5321,672.5
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-20,4210,4996,4573,124.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-20,4437,5526,4940,145.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-20,4353,5303,4792,113.3
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-20,4270,5214,4706,126.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-20,4271,5124,4665,139.1
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-20,16577,19767,18050,40.7
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-20,15573,18763,17046,41.8
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-20,14547,17356,15844,50.3
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-20,3395,4027,3687,878.5
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-20,3184,4108,3611,1063.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-20,3268,3946,3581,804.4
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-21,16967,20942,18802,67.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-21,16348,20581,18302,68.1
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-21,4786,6148,5415,137.7
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-21,5231,6226,5691,113.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-21,2314,2937,2602,90.4
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-21,2080,2668,2352,102.1
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-21,2971,3482,3207,79.1
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-21,2847,3475,3137,75.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-21,17060,21704,19204,27.8
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-21,16195,21229,18519,30.4
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-21,16465,19660,17940,27.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-21,10461,12705,11497,35.2
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-21,10960,14443,12568,33.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-21,13641,17992,15650,32.9
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-21,7222,8831,7965,105.8
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-21,7816,9641,8659,74.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-21,2860,3636,3219,607.4
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-21,3033,3738,3359,528.0
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-21,5166,6697,5873,84.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-21,6108,7212,6618,99.3
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-21,2458,3027,2721,405.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-21,2586,3151,2847,321.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-21,4755,5598,5145,859.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-21,4647,5870,5212,883.9
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-21,4027,5166,4553,163.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-21,4238,5519,4830,138.4
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-21,14642,17815,16107,43.9
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-21,15750,18852,17182,45.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-21,3351,4214,3750,1050.8
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-22,17581,20925,19125,85.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-22,4726,5809,5226,125.6
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-22,5113,6237,5632,118.0
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-22,1939,2490,2194,106.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-22,4312,5279,4759,63.1
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-22,2622,3362,2964,90.3
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-22,2918,3650,3256,83.9
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-22,8777,11480,10025,48.0
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-22,10306,13368,11720,44.7
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-22,11844,15465,13516,44.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-22,11668,15394,13388,42.6
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-22,5969,7182,6529,101.2
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-22,6958,8419,7633,109.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-22,2942,3721,3302,516.2
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-22,2384,2955,2648,704.0
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-22,5909,7162,6488,107.0
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-22,5838,6989,6370,105.3
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-22,2618,3150,2864,380.1
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-22,2497,3230,2836,317.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-22,2475,3176,2799,330.8
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-22,4555,5990,5218,873.3
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-22,4665,5868,5221,686.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-22,4713,5527,5089,146.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-22,4443,5700,5024,140.8
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-22,3382,4340,3825,162.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-22,4426,5590,4964,159.0
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-22,13496,17834,15499,44.2
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-22,3178,3814,3472,1100.8
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-22,3198,3975,3557,813.1
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-22,3072,3708,3366,1172.3
